brand,product,name,specific,lightness,hex,lightToDark,numbers,id
florence by mills,Like a Light Skin Tint,,L030,0.668627450980392,#D3A282,True,30.0,77.0
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Deepest Deep,30,0.356862745098039,#804F36,True,30.0,32.0
ColourPop,Pretty Fresh Foundation,Fair,30N,0.8,#E1C7B7,True,30.0,65.0
Catrice,HD Liquid Coverage Foundation,Sand Beige,030,0.796078431372549,#EACBAC,True,30.0,59.0
Essence,Pretty Natural Hydrating Foundation,Neutral Ivory,30,0.66078431372549,#D5A77C,True,30.0,79.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Medium Sand,30,0.625490196078431,#C69879,True,30.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Sand,30,0.672549019607843,#CAA78D,True,30.0,60.0
bareMinerals,BAREPRO Longwear Powder Foundation ,Cocoa,30,0.368627450980392,#7A5542,True,30.0,17.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,30,0.441176470588235,#9E6243,True,30.0,37.0
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Cocoa,30,0.415686274509804,#9C6638,True,30.0,18.0
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Deepest Deep,30,0.425490196078431,#916048,True,30.0,38.0
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Sand Sephora Quality Way-Nice Price,30,0.682352941176471,#D5AA87,True,30.0,72.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,30W,0.811764705882353,#F2CFAC,True,30.0,67.0
Dior,Diorskin Forever Undercover Foundation,Medium Beige,030,0.754901960784314,#F4B28D,True,30.0,73.0
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,Medium Beige,030,0.676470588235294,#DC9E7D,True,30.0,80.0
Dior,Diorskin Forever Perfect Matte Powder Foundation,Medium Beige,030,0.76078431372549,#E4B7A0,True,30.0,81.0
Bite Beauty,Changemaker Supercharged Micellar Foundation,,L30,0.801960784313726,#EDC2AC,True,30.0,82.0
Josie Maran,Vibrancy Argan Oil Foundation Fluid,Mystical,RG30,0.729411764705882,#D5B19F,True,30.0,74.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Sand,30,0.676470588235294,#D1A288,True,30.0,70.0
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,Medium Beige,030,0.698039215686274,#E2A482,True,30.0,83.0
Natasha Denona,Foundation X+,WLight Medium,30,0.786274509803922,#E4CBAD,True,30.0,68.0
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,30,0.425490196078431,#916048,True,30.0,54.0
Natasha Denona,Face Glow Foundation,LMW,30,0.684313725490196,#D3B28A,True,30.0,84.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,30,0.688235294117647,#E5A77A,True,30.0,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Neutral,31,0.674509803921569,#D6A982,True,31.0,75.0
bareMinerals,BAREPRO Performance Wear Powder Foundation,Mocha,31,0.337254901960784,#8E441E,True,31.0,14.0
Pacifica,Alight Clean Foundation,Cool Light,31CL,0.776470588235294,#F1C09B,False,31.0,29.0
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Mocha,31,0.337254901960784,#8E441E,True,31.0,16.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Medium Almond,31,0.554901960784314,#BF8B5C,True,31.0,66.0
bareMinerals,BAREPRO Longwear Powder Foundation ,Mocha,31,0.445098039215686,#A16442,True,31.0,17.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,31,0.407843137254902,#9B5A35,True,31.0,37.0
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Mocha,31,0.468627450980392,#A66A49,True,31.0,18.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,31W,0.813725490196078,#F3CDAC,True,31.0,67.0
Dior,Diorskin Forever Undercover Foundation,Sand,031,0.794117647058823,#FCC699,True,31.0,73.0
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Pink Bisque,31,0.647058823529412,#BF9C8B,True,31.0,47.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Warm Sand,31,0.690196078431373,#DBA685,True,31.0,70.0
SEPHORA COLLECTION,Clean Glowing Skin Foundation,,31,0.535294117647059,#AB7A66,True,31.0,50.0
Natasha Denona,Foundation X+,,31W,0.784313725490196,#E3C8AD,True,31.0,68.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,31,0.627450980392157,#D3A06D,True,31.0,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Neutral,31.5,0.641176470588235,#CCA17B,True,31.5,75.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Warm,32,0.63921568627451,#D7A06F,True,32.0,75.0
Pacifica,Alight Clean Foundation,Warm Light,32WL,0.731372549019608,#E5BA90,False,32.0,29.0
Clinique,Beyond Perfecting Foundation + Concealer,Buttermilk,CN 32,0.805882352941176,#F2C9A9,,32.0,
Catrice,HD Liquid Coverage Foundation,Nude Beige,032,0.611764705882353,#C19E77,True,32.0,59.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Fawn,32,0.662745098039216,#C9A389,True,32.0,60.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,32,0.423529411764706,#976041,True,32.0,37.0
Dior,Diorskin Forever Perfect Matte Powder Foundation,Rosy Beige,032,0.758823529411765,#E1B2A2,True,32.0,81.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Neutral,33,0.67843137254902,#D9A681,True,33.0,75.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,033,0.63921568627451,#D3A073,True,33.0,57.0
Pacifica,Alight Clean Foundation,Neutral Light,33NL,0.756862745098039,#EBC097,False,33.0,29.0
ColourPop,Pretty Fresh Foundation,Light,33C,0.880392156862745,#F1DBD0,True,33.0,65.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Medium Walnut,33,0.584313725490196,#C19769,True,33.0,66.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,33,0.337254901960784,#81492B,True,33.0,37.0
Dior,Diorskin Forever Undercover Foundation,Beige Apricot,033,0.747058823529412,#F6B287,True,33.0,73.0
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Warm Bisque,33,0.682352941176471,#C9A493,True,33.0,47.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Walnut,33,0.674509803921569,#D1A687,True,33.0,70.0
SEPHORA COLLECTION,Clean Glowing Skin Foundation,,33,0.513725490196078,#A67460,True,33.0,50.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,33,0.666666666666667,#DBA979,True,33.0,69.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Golden Walnut,33.5,0.633333333333333,#CBA178,True,33.5,66.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,33.5,0.605882352941176,#CF9C66,True,33.5,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Cool,34,0.66078431372549,#D79F7A,True,34.0,75.0
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Medium Neutral,34N,0.717647058823529,#DFB18F,True,34.0,86.0
Pacifica,Alight Clean Foundation,Neutral Light,34NL,0.801960784313726,#F2CCA7,False,34.0,29.0
Clinique,Superbalanced Makeup,Light,34,0.976470588235294,#F9F9F9,,34.0,
Catrice,HD Liquid Coverage Foundation,Medium Beige,034,0.550980392156863,#B78D62,True,34.0,59.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Soft Tan,34,0.625490196078431,#C1987E,True,34.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Peach Fawn,34,0.692156862745098,#CFA792,True,34.0,60.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,34,0.245098039215686,#5D3420,True,34.0,37.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Maple,34,0.680392156862745,#DBA280,True,34.0,70.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Nutmeg,34.5,0.633333333333333,#C29F81,True,34.5,66.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,34.5,0.649019607843137,#D9A372,True,34.5,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Warm,35,0.596078431372549,#C99567,True,35.0,75.0
Tarte,Travel Size Face Tape Foundation,Medium Neutral,35N,0.66078431372549,#D79F7A,True,35.0,85.0
Catrice,HD Liquid Coverage Foundation,Natural Beige,035,0.550980392156863,#B88F61,True,35.0,59.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tan Bronze,35,0.454901960784314,#A07548,True,35.0,66.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,35,0.225490196078431,#512F22,True,35.0,37.0
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Bronze Sephora Quality Way-Nice Price,35,0.637254901960784,#CFA076,True,35.0,72.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,35R,0.86078431372549,#F1D3C6,True,35.0,67.0
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,035W,0.662745098039216,#D29F80,True,35.0,44.0
Dior,Diorskin Forever Perfect Matte Powder Foundation,Desert Beige,035,0.72156862745098,#D9AE97,True,35.0,81.0
Bite Beauty,Changemaker Supercharged Micellar Foundation,,L35,0.8,#F3C1A5,True,35.0,82.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Bronze,35,0.670588235294118,#D29E84,True,35.0,70.0
SEPHORA COLLECTION,Clean Glowing Skin Foundation,,35,0.482352941176471,#9B705B,True,35.0,50.0
Natasha Denona,Foundation X+,,35R,0.77843137254902,#DDC2B0,True,35.0,68.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,35,0.609803921568628,#D09667,True,35.0,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Medium Cool,36,0.67843137254902,#D3A187,True,36.0,75.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,036,0.641176470588235,#D2A275,True,36.0,57.0
Pacifica,Alight Clean Foundation,Cool Light,36CL,0.817647058823529,#F5C9AC,False,36.0,29.0
Catrice,HD Liquid Coverage Foundation,Hazelnut Beige,036,0.629411764705882,#C9A478,True,36.0,59.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Ambre,36,0.549019607843137,#B38665,True,36.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Golden Fawn,36,0.66078431372549,#C7A38A,True,36.0,60.0
PAT McGRATH LABS,Sublime Perfection Foundation,Deep,36,0.229411764705882,#513624,True,36.0,37.0
Pacifica,Alight Clean Foundation,Warm Light,37WL,0.784313725490196,#ECC8A4,False,37.0,29.0
Catrice,HD Liquid Coverage Foundation,Golden Beige,037,0.609803921568628,#CB9D6C,True,37.0,59.0
SEPHORA COLLECTION,Clean Glowing Skin Foundation,,37,0.480392156862745,#956F60,True,37.0,50.0
Pacifica,Alight Clean Foundation,Neutral Fair,38NF,0.790196078431373,#ECCAA7,False,38.0,29.0
Clinique,Beyond Perfecting Foundation + Concealer,Sesame,WN 38,0.723529411764706,#E3B28E,,38.0,
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Stone,WN 38,0.7,#E2B183,,38.0,
Catrice,HD Liquid Coverage Foundation,Honey Beige,038,0.603921568627451,#C7986D,True,38.0,59.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,chai,38,0.550980392156863,#B37A66,True,38.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Tan,38,0.596078431372549,#B48F7C,True,38.0,60.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,38,0.572549019607843,#C48B60,True,38.0,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral,39,0.596078431372549,#C1936F,True,39.0,75.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,039,0.623529411764706,#D1966D,True,39.0,57.0
Pacifica,Alight Clean Foundation,Cool Fair,39CF,0.845098039215686,#F9D8B6,False,39.0,29.0
Catrice,HD Liquid Coverage Foundation,Warm Driftwood,039,0.668627450980392,#D7A67E,True,39.0,59.0
SEPHORA COLLECTION,Clean Glowing Skin Foundation,,39,0.382352941176471,#76564D,True,39.0,50.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Cool,40,0.613725490196078,#CD996C,True,40.0,75.0
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,40,0.670588235294118,#DCA27A,True,40.0,76.0
Pacifica,Alight Clean Foundation,Neutral Fair,40NF,0.911764705882353,#FDE9D4,False,40.0,29.0
Clinique,Superbalanced Makeup,Cream Chamois,40,0.972549019607843,#F9F8F7,,40.0,
Clinique,Stay Matte Oil-Free Makeup,Cream Chamois,CN 40,0.72156862745098,#DEB192,,40.0,
Clinique,Beyond Perfecting Foundation + Concealer,Cream Chamois,CN 40,0.72156862745098,#DEB192,,40.0,
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Cream Chamois,CN 40,0.672549019607843,#D7A580,,40.0,
florence by mills,Like a Light Skin Tint,,L040,0.676470588235294,#DAA47F,True,40.0,77.0
ColourPop,Pretty Fresh Foundation,Light,40N,0.792156862745098,#E4C3B0,True,40.0,65.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Artist,040W,0.782352941176471,#EAC8A5,True,40.0,78.0
Catrice,HD Liquid Coverage Foundation,Warm Beige,040,0.774509803921569,#E0C0AB,True,40.0,59.0
Essence,Pretty Natural Hydrating Foundation,Neutral Vanilla,40,0.643137254901961,#D3A275,True,40.0,79.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Honey Bronze,40,0.533333333333333,#AE8162,True,40.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Peach Tan,40,0.631372549019608,#C3977F,True,40.0,60.0
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Tan Sephora Quality Way-Nice Price,40,0.590196078431373,#C38F6A,True,40.0,72.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,40N,0.807843137254902,#EAC7B2,True,40.0,67.0
Dior,Diorskin Forever Undercover Foundation,Honey Beige,040,0.733333333333333,#F1AB85,True,40.0,73.0
Dior,Diorskin Forever Perfect Matte Powder Foundation,Honey Beige,040,0.711764705882353,#D7A894,True,40.0,81.0
Bite Beauty,Changemaker Supercharged Micellar Foundation,,L40,0.711764705882353,#DCA98F,True,40.0,82.0
Natasha Denona,Foundation X+,NLight Medium,40,0.798039215686275,#E8CAAF,True,40.0,68.0
Natasha Denona,Face Glow Foundation,LMN,40,0.666666666666667,#C8A58C,True,40.0,84.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,41,0.611764705882353,#D09868,True,41.0,75.0
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,41,0.598039215686274,#C5936C,True,41.0,76.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,41WY,0.825490196078431,#F0D1B5,True,41.0,67.0
Dior,Diorskin Forever Undercover Foundation,Ochre,041,0.701960784313725,#EEA878,True,41.0,73.0
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Soft Cameo,41,0.609803921568628,#BF9878,True,41.0,47.0
Natasha Denona,Foundation X+,YLight Medium,41,0.77843137254902,#E4C7A9,True,41.0,68.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Neutral,42,0.596078431372549,#D3965D,True,42.0,75.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,042,0.615686274509804,#CF986B,True,42.0,57.0
Clinique,Superbalanced Makeup,Neutral,42,0.76078431372549,#EFAD95,,42.0,
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Tan,42,0.582352941176471,#B48C75,True,42.0,60.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,42NY,0.794117647058823,#EACAAB,True,42.0,67.0
Natasha Denona,Foundation X+,WYMedium,42,0.788235294117647,#E3C9AF,True,42.0,68.0
Natasha Denona,Face Glow Foundation,MY,42,0.670588235294118,#CFAE87,True,42.0,84.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,42.5,0.533333333333333,#B6855A,True,42.5,75.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,43,0.509803921568627,#B47E50,True,43.0,75.0
Clinique,Superbalanced Makeup,Nude Beige,43,0.976470588235294,#F9F9F9,,43.0,
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Beige Nude,43,0.676470588235294,#D0A589,True,43.0,47.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Tan Warm,44,0.488235294117647,#B87241,True,44.0,75.0
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Tan Sand,44S,0.603921568627451,#D49860,True,44.0,86.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Praline,44,0.525490196078431,#A97E63,True,44.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Almond,44,0.643137254901961,#C59D83,True,44.0,60.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,44,0.576470588235294,#C88E5E,True,44.0,69.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,045,0.633333333333333,#CF9B74,True,45.0,57.0
ColourPop,Pretty Fresh Foundation,Light,45W,0.788235294117647,#E0C9B2,True,45.0,65.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tan Café Latte,45,0.476470588235294,#A56E4E,True,45.0,66.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,45N,0.77843137254902,#E8CAA5,True,45.0,67.0
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,,045W,0.680392156862745,#DCA77F,True,45.0,44.0
Dior,Diorskin Forever Undercover Foundation,Hazel Beige,045,0.662745098039216,#E29870,True,45.0,73.0
Bite Beauty,Changemaker Supercharged Micellar Foundation,,L45,0.76078431372549,#E9B29B,True,45.0,82.0
Natasha Denona,Foundation X+,NMedium,45,0.782352941176471,#DCC1B3,True,45.0,68.0
Natasha Denona,Face Glow Foundation,MN,45,0.682352941176471,#CBA991,True,45.0,84.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,45,0.564705882352941,#C5885B,True,45.0,69.0
Catrice,True Skin Hydrating Foundation,Neutral Toffee,046,0.541176470588235,#C07A54,True,46.0,58.0
Clinique,Stay Matte Oil-Free Makeup,Golden Neutral,WN 46,0.703921568627451,#E2B185,,46.0,
Clinique,Beyond Perfecting Foundation + Concealer,Golden Neutral,WN 46,0.703921568627451,#E2B185,,46.0,
Catrice,HD Liquid Coverage Foundation,Caramel Beige,046,0.547058823529412,#B68B61,True,46.0,59.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pecan,46,0.517647058823529,#A57E63,True,46.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Almond Peach,46,0.637254901960784,#C6987F,True,46.0,60.0
Tarte,Travel Size Face Tape Foundation,Tan Deep Sand,47S,0.582352941176471,#C48A65,True,47.0,85.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Cappuccino,47,0.584313725490196,#BB826F,True,47.0,70.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,048,0.637254901960784,#CA9C7B,True,48.0,57.0
Clinique,Beyond Perfecting Foundation + Concealer,Oat,WN 48,0.674509803921569,#DCA27C,,48.0,
Catrice,HD Liquid Coverage Foundation,Desert Beige,048,0.519607843137255,#B18258,True,48.0,59.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Golden Almond,48,0.572549019607843,#B48770,True,48.0,60.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Mocha,48,0.52156862745098,#AA7460,True,48.0,70.0
Natasha Denona,Foundation X+,WMedium,48,0.713725490196078,#D0B09C,True,48.0,68.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool,50,0.492156862745098,#AA7451,True,50.0,75.0
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,50,0.6,#CC9B66,True,50.0,76.0
florence by mills,Like a Light Skin Tint,,LM050,0.656862745098039,#D2A07D,True,50.0,77.0
ColourPop,Pretty Fresh Foundation,Light,50W,0.784313725490196,#E6C7AA,True,50.0,65.0
ZOEVA,Authentik Skin Natural Luminous Foundation,Beautiful,050N,0.750980392156863,#E1BE9E,True,50.0,78.0
Essence,Pretty Natural Hydrating Foundation,Neutral Champagne,50,0.627450980392157,#CD9B73,True,50.0,79.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Mocha,50,0.472549019607843,#A6744B,True,50.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Amber,50,0.576470588235294,#B58771,True,50.0,60.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,50WN,0.664705882352941,#DBA778,True,50.0,67.0
Dior,Diorskin Forever Undercover Foundation,Dark Beige,050,0.609803921568628,#D78660,True,50.0,73.0
Josie Maran,Vibrancy Argan Oil Foundation Fluid,Juicy,RG50,0.709803921568627,#CBAE9F,True,50.0,74.0
Natasha Denona,Foundation X+,WNWarm,50,0.784313725490196,#E4C2AC,True,50.0,68.0
Shiseido,Sports BB SPF 50+,Shiseido Sports BB SPF,50,0.792156862745098,#F4C9A0,,50.0,
Natasha Denona,Face Glow Foundation,MW,50,0.643137254901961,#C5A683,True,50.0,84.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,50,0.6,#CA9368,True,50.0,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,51,0.419607843137255,#9E6338,True,51.0,75.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,051,0.627450980392157,#D19D6F,True,51.0,57.0
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,,51,0.590196078431373,#CB9262,True,51.0,76.0
Dior,Diorskin Forever Undercover Foundation,Praline,051,0.594117647058824,#D18C5E,True,51.0,73.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral,51.25,0.46078431372549,#9E6E4D,True,51.25,75.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,51.5,0.411764705882353,#996239,True,51.5,75.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Cool,51.75,0.431372549019608,#9A6542,True,51.75,75.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Warm,52,0.362745098039216,#8E512B,True,52.0,75.0
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Deep Neutral,52N,0.372549019607843,#8B5333,True,52.0,86.0
Clinique,Stay Matte Oil-Free Makeup,Neutral,CN 52,0.696078431372549,#DDAB86,,52.0,
Clinique,Beyond Perfecting Foundation + Concealer,Neutral,CN 52,0.696078431372549,#DDAB86,,52.0,
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Neutral,CN 52,0.719607843137255,#E6AE89,,52.0,
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Cool Amber,52,0.554901960784314,#B1826A,True,52.0,60.0
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Warm Honey,52,0.549019607843137,#AA816E,True,52.0,47.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Rich Neutral,53,0.415686274509804,#945E40,True,53.0,75.0
Tarte,Travel Size Face Tape Foundation,Deep Golden,53G,0.47843137254902,#AF7245,True,53.0,85.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Dark Caramel,53,0.511764705882353,#A96A5C,True,53.0,70.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Macchiato,53.5,0.53921568627451,#AB7D68,True,53.5,66.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,53.5,0.566666666666667,#C08D61,True,53.5,69.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium,054,0.6,#C8996A,True,54.0,57.0
Clinique,Beyond Perfecting Foundation + Concealer,Honey Wheat,WN 54,0.652941176470588,#D9A374,,54.0,
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Honey Wheat,WN 54,0.617647058823529,#D59566,,54.0,
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Warm Amber,54,0.572549019607843,#B48770,True,54.0,60.0
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Truffle,54,0.515686274509804,#A36E64,True,54.0,70.0
ColourPop,Pretty Fresh Foundation,Light,55N,0.782352941176471,#E2C2AD,True,55.0,65.0
Catrice,HD Liquid Coverage Foundation,Warm Bamboo,055,0.588235294117647,#C1956B,True,55.0,59.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Cocoa,55,0.396078431372549,#896041,True,55.0,66.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,55WR,0.801960784313726,#F6C6A3,True,55.0,67.0
Bite Beauty,Changemaker Supercharged Micellar Foundation,,M55,0.747058823529412,#E4B399,True,55.0,82.0
Natasha Denona,Foundation X+,,55Wr,0.723529411764706,#E1B390,True,55.0,68.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,55,0.590196078431373,#C99064,True,55.0,69.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Milk Chocolate,56,0.472549019607843,#9A7057,True,56.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Neutral Toffee,56,0.564705882352941,#B3836D,True,56.0,60.0
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,Mahogany Sephora Quality Way-Nice Price,56,0.631372549019608,#CB9977,True,56.0,72.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Tea,56.5,0.535294117647059,#AA7767,True,56.5,66.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,56.5,0.396078431372549,#8A6140,True,56.5,69.0
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan,057,0.566666666666667,#C18F60,True,57.0,57.0
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Deep Chocolate,57,0.431372549019608,#92694A,True,57.0,66.0
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,57,0.47843137254902,#B07344,True,57.0,69.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Neutral,58,0.356862745098039,#7C4E3A,True,58.0,75.0
Clinique,Stay Matte Oil-Free Makeup,Honey,CN 58,0.666666666666667,#DBA879,,58.0,
Clinique,Beyond Perfecting Foundation + Concealer,Honey,CN 58,0.666666666666667,#DBA879,,58.0,
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Honey,CN 58,0.643137254901961,#D99F6F,,58.0,
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Dark Chocolate,58,0.46078431372549,#906D5B,True,58.0,66.0
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Toffee Peach,58,0.558823529411765,#B58168,True,58.0,60.0
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,,58Y,0.686274509803922,#DCAC82,True,58.0,67.0
Natasha Denona,Foundation X+,,58Y,0.690196078431373,#E6B47A,True,58.0,68.0
It Cosmetics,Your Skin But Better Foundation + Skincare,Deep Cool,59,0.376470588235294,#895337,True,59.0,75.0
