id_numbers,marca,produto,nome_tom,tom_especifico,luminosidade,codigo_hex,numero_tom,tom_unificado,id_produto,id_produto_origem,grupo_de_tom
1443,bareminerals,barepro performance wear powder foundation,mocha,31,33.7254901960784,#8e441e,31.0,31,131,14.0,Escuro / Dark
1444,pacifica,alight clean foundation,cool light,31cl,77.6470588235294,#f1c09b,31.0,31cl,100,29.0,Claro / Light
1445,bareminerals,barepro performance wear liquid foundation broad spectrum spf 20,mocha,31,33.7254901960784,#8e441e,31.0,31,130,16.0,Escuro / Dark
1446,sephora collection,10 hour wear perfection foundation,medium almond,31,55.490196078431396,#bf8b5c,31.0,31,107,66.0,Médio / Medium
1447,bareminerals,barepro longwear powder foundation,mocha,31,44.509803921568604,#a16442,31.0,31,129,17.0,Escuro / Dark
1448,pat mcgrath labs,sublime perfection foundation,deep,31,40.7843137254902,#9b5a35,31.0,31,99,37.0,Escuro / Dark
1449,bareminerals,barepro™ 24 hour longwear liquid foundation with mineral spf 20,mocha,31,46.8627450980392,#a66a49,31.0,31,132,18.0,Escuro / Dark
1450,natasha denona,transformatte pore vanishing matte foundation,,31w,81.3725490196078,#f3cdac,31.0,31w,96,67.0,Claro / Light
1451,dior,diorskin forever undercover foundation,sand,031,79.4117647058823,#fcc699,31.0,031,37,73.0,Claro / Light
1452,la mer,the luminous lifting cushion foundation spf 20 + refill,pink bisque,31,64.7058823529412,#bf9c8b,31.0,31,68,47.0,Médio / Medium
1453,sephora collection,matte perfection full coverage foundation,warm sand,31,69.0196078431373,#dba685,31.0,31,111,70.0,Médio / Medium
1454,sephora collection,clean glowing skin foundation,,31,53.529411764705905,#ab7a66,31.0,31,109,50.0,Médio / Medium
1455,natasha denona,foundation x+,,31w,78.4313725490196,#e3c8ad,31.0,31w,95,68.0,Claro / Light
1456,sephora collection,best skin ever liquid foundation,y,31,62.7450980392157,#d3a06d,31.0,31,108,69.0,Médio / Medium
1457,it cosmetics,your skin but better foundation + skincare,medium neutral,31.5,64.11764705882351,#cca17b,31.5,31.5,54,75.0,Médio / Medium
1458,it cosmetics,your skin but better foundation + skincare,medium warm,32,63.921568627450995,#d7a06f,32.0,32,54,75.0,Médio / Medium
1459,pacifica,alight clean foundation,warm light,32wl,73.1372549019608,#e5ba90,32.0,32wl,100,29.0,Médio / Medium
1460,clinique,beyond perfecting foundation + concealer,buttermilk,cn 32,80.58823529411761,#f2c9a9,32.0,cn 32,27,,Claro / Light
1461,catrice,hd liquid coverage foundation,nude beige,032,61.1764705882353,#c19e77,32.0,032,21,59.0,Médio / Medium
1462,sephora collection,matte perfection powder foundation,neutral fawn,32,66.2745098039216,#c9a389,32.0,32,112,60.0,Médio / Medium
1463,pat mcgrath labs,sublime perfection foundation,deep,32,42.3529411764706,#976041,32.0,32,99,37.0,Escuro / Dark
1464,dior,diorskin forever perfect matte powder foundation,rosy beige,032,75.8823529411765,#e1b2a2,32.0,032,36,81.0,Claro / Light
1465,it cosmetics,your skin but better foundation + skincare,medium neutral,33,67.843137254902,#d9a681,33.0,33,54,75.0,Médio / Medium
1466,kvd vegan beauty,true portrait medium coverage shake foundation,medium,033,63.921568627450995,#d3a073,33.0,033,63,57.0,Médio / Medium
1467,pacifica,alight clean foundation,neutral light,33nl,75.6862745098039,#ebc097,33.0,33nl,100,29.0,Claro / Light
1468,colourpop,pretty fresh foundation,light,33c,88.0392156862745,#f1dbd0,33.0,33c,33,65.0,Claro / Light
1469,sephora collection,10 hour wear perfection foundation,medium walnut,33,58.4313725490196,#c19769,33.0,33,107,66.0,Médio / Medium
1470,pat mcgrath labs,sublime perfection foundation,deep,33,33.7254901960784,#81492b,33.0,33,99,37.0,Escuro / Dark
1471,dior,diorskin forever undercover foundation,beige apricot,033,74.7058823529412,#f6b287,33.0,033,37,73.0,Médio / Medium
1472,la mer,the luminous lifting cushion foundation spf 20 + refill,warm bisque,33,68.2352941176471,#c9a493,33.0,33,68,47.0,Médio / Medium
1473,sephora collection,matte perfection full coverage foundation,walnut,33,67.45098039215691,#d1a687,33.0,33,111,70.0,Médio / Medium
1474,sephora collection,clean glowing skin foundation,,33,51.3725490196078,#a67460,33.0,33,109,50.0,Médio / Medium
1475,sephora collection,best skin ever liquid foundation,n,33,66.6666666666667,#dba979,33.0,33,108,69.0,Médio / Medium
1476,sephora collection,10 hour wear perfection foundation,golden walnut,33.5,63.3333333333333,#cba178,33.5,33.5,107,66.0,Médio / Medium
1477,sephora collection,best skin ever liquid foundation,y,33.5,60.588235294117595,#cf9c66,33.5,33.5,108,69.0,Médio / Medium
1478,it cosmetics,your skin but better foundation + skincare,medium cool,34,66.07843137254899,#d79f7a,34.0,34,54,75.0,Médio / Medium
1479,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,medium neutral,34n,71.7647058823529,#dfb18f,34.0,34n,124,86.0,Médio / Medium
1480,pacifica,alight clean foundation,neutral light,34nl,80.1960784313726,#f2cca7,34.0,34nl,100,29.0,Claro / Light
1481,clinique,superbalanced makeup,light,34,97.64705882352939,#f9f9f9,34.0,34,32,,Claro / Light
1482,catrice,hd liquid coverage foundation,medium beige,034,55.0980392156863,#b78d62,34.0,034,21,59.0,Médio / Medium
1483,sephora collection,10 hour wear perfection foundation,soft tan,34,62.54901960784311,#c1987e,34.0,34,107,66.0,Médio / Medium
1484,sephora collection,matte perfection powder foundation,peach fawn,34,69.2156862745098,#cfa792,34.0,34,112,60.0,Médio / Medium
1485,pat mcgrath labs,sublime perfection foundation,deep,34,24.509803921568597,#5d3420,34.0,34,99,37.0,Retinto / Deep
1486,sephora collection,matte perfection full coverage foundation,maple,34,68.0392156862745,#dba280,34.0,34,111,70.0,Médio / Medium
1487,sephora collection,10 hour wear perfection foundation,nutmeg,34.5,63.3333333333333,#c29f81,34.5,34.5,107,66.0,Médio / Medium
1488,sephora collection,best skin ever liquid foundation,n,34.5,64.9019607843137,#d9a372,34.5,34.5,108,69.0,Médio / Medium
1489,it cosmetics,your skin but better foundation + skincare,medium warm,35,59.6078431372549,#c99567,35.0,35,54,75.0,Médio / Medium
1490,tarte,travel size face tape foundation,medium neutral,35n,66.07843137254899,#d79f7a,35.0,35n,125,85.0,Médio / Medium
1491,catrice,hd liquid coverage foundation,natural beige,035,55.0980392156863,#b88f61,35.0,035,21,59.0,Médio / Medium
1492,sephora collection,10 hour wear perfection foundation,tan bronze,35,45.4901960784314,#a07548,35.0,35,107,66.0,Escuro / Dark
1493,pat mcgrath labs,sublime perfection foundation,deep,35,22.5490196078431,#512f22,35.0,35,99,37.0,Retinto / Deep
1494,sephora collection,microsmooth baked powder foundation,bronze sephora quality way-nice price,35,63.725490196078404,#cfa076,35.0,35,114,72.0,Médio / Medium
1495,natasha denona,transformatte pore vanishing matte foundation,,35r,86.078431372549,#f1d3c6,35.0,35r,96,67.0,Claro / Light
1496,lancôme,skin feels good skin nourishing foundation,,035w,66.2745098039216,#d29f80,35.0,035w,73,44.0,Médio / Medium
1497,dior,diorskin forever perfect matte powder foundation,desert beige,035,72.15686274509801,#d9ae97,35.0,035,36,81.0,Médio / Medium
1498,bite beauty,changemaker supercharged micellar foundation,,l35,80.0,#f3c1a5,35.0,l35,18,82.0,Claro / Light
1499,sephora collection,matte perfection full coverage foundation,bronze,35,67.05882352941181,#d29e84,35.0,35,111,70.0,Médio / Medium
1500,sephora collection,clean glowing skin foundation,,35,48.2352941176471,#9b705b,35.0,35,109,50.0,Escuro / Dark
1501,natasha denona,foundation x+,,35r,77.84313725490199,#ddc2b0,35.0,35r,95,68.0,Claro / Light
1502,sephora collection,best skin ever liquid foundation,n,35,60.98039215686279,#d09667,35.0,35,108,69.0,Médio / Medium
1503,it cosmetics,your skin but better foundation + skincare,medium cool,36,67.843137254902,#d3a187,36.0,36,54,75.0,Médio / Medium
1504,kvd vegan beauty,true portrait medium coverage shake foundation,medium,036,64.11764705882351,#d2a275,36.0,036,63,57.0,Médio / Medium
1505,pacifica,alight clean foundation,cool light,36cl,81.7647058823529,#f5c9ac,36.0,36cl,100,29.0,Claro / Light
1506,catrice,hd liquid coverage foundation,hazelnut beige,036,62.9411764705882,#c9a478,36.0,036,21,59.0,Médio / Medium
1507,sephora collection,10 hour wear perfection foundation,ambre,36,54.901960784313694,#b38665,36.0,36,107,66.0,Médio / Medium
1508,sephora collection,matte perfection powder foundation,golden fawn,36,66.07843137254899,#c7a38a,36.0,36,112,60.0,Médio / Medium
1509,pat mcgrath labs,sublime perfection foundation,deep,36,22.9411764705882,#513624,36.0,36,99,37.0,Retinto / Deep
1510,pacifica,alight clean foundation,warm light,37wl,78.4313725490196,#ecc8a4,37.0,37wl,100,29.0,Claro / Light
1511,catrice,hd liquid coverage foundation,golden beige,037,60.98039215686279,#cb9d6c,37.0,037,21,59.0,Médio / Medium
1512,sephora collection,clean glowing skin foundation,,37,48.0392156862745,#956f60,37.0,37,109,50.0,Escuro / Dark
1513,pacifica,alight clean foundation,neutral fair,38nf,79.0196078431373,#eccaa7,38.0,38nf,100,29.0,Claro / Light
1514,clinique,beyond perfecting foundation + concealer,sesame,wn 38,72.3529411764706,#e3b28e,38.0,wn 38,27,,Médio / Medium
1515,clinique,even better glow light reflecting makeup broad spectrum spf 15,stone,wn 38,70.0,#e2b183,38.0,wn 38,29,,Médio / Medium
1516,catrice,hd liquid coverage foundation,honey beige,038,60.392156862745104,#c7986d,38.0,038,21,59.0,Médio / Medium
1517,sephora collection,10 hour wear perfection foundation,chai,38,55.0980392156863,#b37a66,38.0,38,107,66.0,Médio / Medium
1518,sephora collection,matte perfection powder foundation,neutral tan,38,59.6078431372549,#b48f7c,38.0,38,112,60.0,Médio / Medium
1519,sephora collection,best skin ever liquid foundation,p,38,57.2549019607843,#c48b60,38.0,38,108,69.0,Médio / Medium
1520,it cosmetics,your skin but better foundation + skincare,tan neutral,39,59.6078431372549,#c1936f,39.0,39,54,75.0,Médio / Medium
1521,kvd vegan beauty,true portrait medium coverage shake foundation,medium,039,62.3529411764706,#d1966d,39.0,039,63,57.0,Médio / Medium
1522,pacifica,alight clean foundation,cool fair,39cf,84.5098039215686,#f9d8b6,39.0,39cf,100,29.0,Claro / Light
1523,catrice,hd liquid coverage foundation,warm driftwood,039,66.8627450980392,#d7a67e,39.0,039,21,59.0,Médio / Medium
1524,sephora collection,clean glowing skin foundation,,39,38.2352941176471,#76564d,39.0,39,109,50.0,Escuro / Dark
1525,it cosmetics,your skin but better foundation + skincare,tan cool,40,61.3725490196078,#cd996c,40.0,40,54,75.0,Médio / Medium
1526,urban decay cosmetics,hydromaniac glowy tinted hydrator foundation,,40,67.05882352941181,#dca27a,40.0,40,127,76.0,Médio / Medium
1527,pacifica,alight clean foundation,neutral fair,40nf,91.1764705882353,#fde9d4,40.0,40nf,100,29.0,Claro / Light
1528,clinique,superbalanced makeup,cream chamois,40,97.2549019607843,#f9f8f7,40.0,40,32,,Claro / Light
1529,clinique,stay matte oil-free makeup,cream chamois,cn 40,72.15686274509801,#deb192,40.0,cn 40,31,,Médio / Medium
1530,clinique,beyond perfecting foundation + concealer,cream chamois,cn 40,72.15686274509801,#deb192,40.0,cn 40,27,,Médio / Medium
1531,clinique,even better glow light reflecting makeup broad spectrum spf 15,cream chamois,cn 40,67.2549019607843,#d7a580,40.0,cn 40,29,,Médio / Medium
1532,florence by mills,like a light skin tint,,l040,67.6470588235294,#daa47f,40.0,l040,143,77.0,Médio / Medium
1533,colourpop,pretty fresh foundation,light,40n,79.2156862745098,#e4c3b0,40.0,40n,33,65.0,Claro / Light
1534,zoeva,authentik skin natural luminous foundation,artist,040w,78.2352941176471,#eac8a5,40.0,040w,128,78.0,Claro / Light
1535,catrice,hd liquid coverage foundation,warm beige,040,77.4509803921569,#e0c0ab,40.0,040,21,59.0,Claro / Light
1536,essence,pretty natural hydrating foundation,neutral vanilla,40,64.3137254901961,#d3a275,40.0,40,42,79.0,Médio / Medium
1537,sephora collection,10 hour wear perfection foundation,honey bronze,40,53.3333333333333,#ae8162,40.0,40,107,66.0,Médio / Medium
1538,sephora collection,matte perfection powder foundation,peach tan,40,63.1372549019608,#c3977f,40.0,40,112,60.0,Médio / Medium
1539,sephora collection,microsmooth baked powder foundation,tan sephora quality way-nice price,40,59.0196078431373,#c38f6a,40.0,40,114,72.0,Médio / Medium
1540,natasha denona,transformatte pore vanishing matte foundation,,40n,80.7843137254902,#eac7b2,40.0,40n,96,67.0,Claro / Light
1541,dior,diorskin forever undercover foundation,honey beige,040,73.3333333333333,#f1ab85,40.0,040,37,73.0,Médio / Medium
1542,dior,diorskin forever perfect matte powder foundation,honey beige,040,71.17647058823529,#d7a894,40.0,040,36,81.0,Médio / Medium
1543,bite beauty,changemaker supercharged micellar foundation,,l40,71.17647058823529,#dca98f,40.0,l40,18,82.0,Médio / Medium
1544,natasha denona,foundation x+,nlight medium,40,79.8039215686275,#e8caaf,40.0,40,95,68.0,Claro / Light
1545,natasha denona,face glow foundation,lmn,40,66.6666666666667,#c8a58c,40.0,40,94,84.0,Médio / Medium
1546,it cosmetics,your skin but better foundation + skincare,tan warm,41,61.1764705882353,#d09868,41.0,41,54,75.0,Médio / Medium
1547,urban decay cosmetics,hydromaniac glowy tinted hydrator foundation,,41,59.8039215686274,#c5936c,41.0,41,127,76.0,Médio / Medium
1548,natasha denona,transformatte pore vanishing matte foundation,,41wy,82.54901960784309,#f0d1b5,41.0,41wy,96,67.0,Claro / Light
1549,dior,diorskin forever undercover foundation,ochre,041,70.1960784313725,#eea878,41.0,041,37,73.0,Médio / Medium
1550,la mer,the luminous lifting cushion foundation spf 20 + refill,soft cameo,41,60.98039215686279,#bf9878,41.0,41,68,47.0,Médio / Medium
1551,natasha denona,foundation x+,ylight medium,41,77.84313725490199,#e4c7a9,41.0,41,95,68.0,Claro / Light
1552,it cosmetics,your skin but better foundation + skincare,tan neutral,42,59.6078431372549,#d3965d,42.0,42,54,75.0,Médio / Medium
1553,kvd vegan beauty,true portrait medium coverage shake foundation,medium,042,61.568627450980394,#cf986b,42.0,042,63,57.0,Médio / Medium
1554,clinique,superbalanced makeup,neutral,42,76.078431372549,#efad95,42.0,42,32,,Claro / Light
1555,sephora collection,matte perfection powder foundation,warm tan,42,58.23529411764709,#b48c75,42.0,42,112,60.0,Médio / Medium
1556,natasha denona,transformatte pore vanishing matte foundation,,42ny,79.4117647058823,#eacaab,42.0,42ny,96,67.0,Claro / Light
1557,natasha denona,foundation x+,wymedium,42,78.82352941176471,#e3c9af,42.0,42,95,68.0,Claro / Light
1558,natasha denona,face glow foundation,my,42,67.05882352941181,#cfae87,42.0,42,94,84.0,Médio / Medium
1559,it cosmetics,your skin but better foundation + skincare,tan warm,42.5,53.3333333333333,#b6855a,42.5,42.5,54,75.0,Médio / Medium
1560,it cosmetics,your skin but better foundation + skincare,tan warm,43,50.9803921568627,#b47e50,43.0,43,54,75.0,Médio / Medium
1561,clinique,superbalanced makeup,nude beige,43,97.64705882352939,#f9f9f9,43.0,43,32,,Claro / Light
1562,la mer,the luminous lifting cushion foundation spf 20 + refill,beige nude,43,67.6470588235294,#d0a589,43.0,43,68,47.0,Médio / Medium
1563,it cosmetics,your skin but better foundation + skincare,tan warm,44,48.823529411764696,#b87241,44.0,44,54,75.0,Escuro / Dark
1564,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,tan sand,44s,60.392156862745104,#d49860,44.0,44s,124,86.0,Médio / Medium
1565,sephora collection,10 hour wear perfection foundation,praline,44,52.54901960784309,#a97e63,44.0,44,107,66.0,Médio / Medium
1566,sephora collection,matte perfection powder foundation,neutral almond,44,64.3137254901961,#c59d83,44.0,44,112,60.0,Médio / Medium
1567,sephora collection,best skin ever liquid foundation,y,44,57.6470588235294,#c88e5e,44.0,44,108,69.0,Médio / Medium
1568,kvd vegan beauty,true portrait medium coverage shake foundation,medium,045,63.3333333333333,#cf9b74,45.0,045,63,57.0,Médio / Medium
1569,colourpop,pretty fresh foundation,light,45w,78.82352941176471,#e0c9b2,45.0,45w,33,65.0,Claro / Light
1570,sephora collection,10 hour wear perfection foundation,tan café latte,45,47.6470588235294,#a56e4e,45.0,45,107,66.0,Escuro / Dark
1571,natasha denona,transformatte pore vanishing matte foundation,,45n,77.84313725490199,#e8caa5,45.0,45n,96,67.0,Claro / Light
1572,lancôme,skin feels good skin nourishing foundation,,045w,68.0392156862745,#dca77f,45.0,045w,73,44.0,Médio / Medium
1573,dior,diorskin forever undercover foundation,hazel beige,045,66.2745098039216,#e29870,45.0,045,37,73.0,Médio / Medium
1574,bite beauty,changemaker supercharged micellar foundation,,l45,76.078431372549,#e9b29b,45.0,l45,18,82.0,Claro / Light
1575,natasha denona,foundation x+,nmedium,45,78.2352941176471,#dcc1b3,45.0,45,95,68.0,Claro / Light
1576,natasha denona,face glow foundation,mn,45,68.2352941176471,#cba991,45.0,45,94,84.0,Médio / Medium
1577,sephora collection,best skin ever liquid foundation,p,45,56.470588235294095,#c5885b,45.0,45,108,69.0,Médio / Medium
1578,catrice,true skin hydrating foundation,neutral toffee,046,54.1176470588235,#c07a54,46.0,046,22,58.0,Médio / Medium
1579,clinique,stay matte oil-free makeup,golden neutral,wn 46,70.3921568627451,#e2b185,46.0,wn 46,31,,Médio / Medium
1580,clinique,beyond perfecting foundation + concealer,golden neutral,wn 46,70.3921568627451,#e2b185,46.0,wn 46,27,,Médio / Medium
1581,catrice,hd liquid coverage foundation,caramel beige,046,54.7058823529412,#b68b61,46.0,046,21,59.0,Médio / Medium
1582,sephora collection,10 hour wear perfection foundation,pecan,46,51.7647058823529,#a57e63,46.0,46,107,66.0,Médio / Medium
1583,sephora collection,matte perfection powder foundation,almond peach,46,63.725490196078404,#c6987f,46.0,46,112,60.0,Médio / Medium
1584,tarte,travel size face tape foundation,tan deep sand,47s,58.23529411764709,#c48a65,47.0,47s,125,85.0,Médio / Medium
1585,sephora collection,matte perfection full coverage foundation,cappuccino,47,58.4313725490196,#bb826f,47.0,47,111,70.0,Médio / Medium
1586,kvd vegan beauty,true portrait medium coverage shake foundation,medium,048,63.725490196078404,#ca9c7b,48.0,048,63,57.0,Médio / Medium
1587,clinique,beyond perfecting foundation + concealer,oat,wn 48,67.45098039215691,#dca27c,48.0,wn 48,27,,Médio / Medium
1588,catrice,hd liquid coverage foundation,desert beige,048,51.960784313725505,#b18258,48.0,048,21,59.0,Médio / Medium
1589,sephora collection,matte perfection powder foundation,golden almond,48,57.2549019607843,#b48770,48.0,48,112,60.0,Médio / Medium
1590,sephora collection,matte perfection full coverage foundation,mocha,48,52.156862745097996,#aa7460,48.0,48,111,70.0,Médio / Medium
1591,natasha denona,foundation x+,wmedium,48,71.3725490196078,#d0b09c,48.0,48,95,68.0,Médio / Medium
1592,it cosmetics,your skin but better foundation + skincare,rich cool,50,49.2156862745098,#aa7451,50.0,50,54,75.0,Escuro / Dark
1593,urban decay cosmetics,hydromaniac glowy tinted hydrator foundation,,50,60.0,#cc9b66,50.0,50,127,76.0,Médio / Medium
1594,florence by mills,like a light skin tint,,lm050,65.6862745098039,#d2a07d,50.0,lm050,143,77.0,Médio / Medium
1595,colourpop,pretty fresh foundation,light,50w,78.4313725490196,#e6c7aa,50.0,50w,33,65.0,Claro / Light
1596,zoeva,authentik skin natural luminous foundation,beautiful,050n,75.0980392156863,#e1be9e,50.0,050n,128,78.0,Claro / Light
1597,essence,pretty natural hydrating foundation,neutral champagne,50,62.7450980392157,#cd9b73,50.0,50,42,79.0,Médio / Medium
1598,sephora collection,10 hour wear perfection foundation,deep mocha,50,47.2549019607843,#a6744b,50.0,50,107,66.0,Escuro / Dark
1599,sephora collection,matte perfection powder foundation,neutral amber,50,57.6470588235294,#b58771,50.0,50,112,60.0,Médio / Medium
1600,natasha denona,transformatte pore vanishing matte foundation,,50wn,66.4705882352941,#dba778,50.0,50wn,96,67.0,Médio / Medium
1601,dior,diorskin forever undercover foundation,dark beige,050,60.98039215686279,#d78660,50.0,050,37,73.0,Médio / Medium
1602,josie maran,vibrancy argan oil foundation fluid,juicy,rg50,70.9803921568627,#cbae9f,50.0,rg50,55,74.0,Médio / Medium
1603,natasha denona,foundation x+,wnwarm,50,78.4313725490196,#e4c2ac,50.0,50,95,68.0,Claro / Light
1604,shiseido,sports bb spf 50+,shiseido sports bb spf,50,79.2156862745098,#f4c9a0,50.0,50,116,,Claro / Light
1605,natasha denona,face glow foundation,mw,50,64.3137254901961,#c5a683,50.0,50,94,84.0,Médio / Medium
1606,sephora collection,best skin ever liquid foundation,n,50,60.0,#ca9368,50.0,50,108,69.0,Médio / Medium
1607,it cosmetics,your skin but better foundation + skincare,rich warm,51,41.960784313725505,#9e6338,51.0,51,54,75.0,Escuro / Dark
1608,kvd vegan beauty,true portrait medium coverage shake foundation,medium,051,62.7450980392157,#d19d6f,51.0,051,63,57.0,Médio / Medium
1609,urban decay cosmetics,hydromaniac glowy tinted hydrator foundation,,51,59.0196078431373,#cb9262,51.0,51,127,76.0,Médio / Medium
1610,dior,diorskin forever undercover foundation,praline,051,59.4117647058824,#d18c5e,51.0,051,37,73.0,Médio / Medium
1611,it cosmetics,your skin but better foundation + skincare,rich neutral,51.25,46.078431372549,#9e6e4d,51.25,51.25,54,75.0,Escuro / Dark
1612,it cosmetics,your skin but better foundation + skincare,rich warm,51.5,41.1764705882353,#996239,51.5,51.5,54,75.0,Escuro / Dark
1613,it cosmetics,your skin but better foundation + skincare,rich cool,51.75,43.137254901960794,#9a6542,51.75,51.75,54,75.0,Escuro / Dark
1614,it cosmetics,your skin but better foundation + skincare,rich warm,52,36.2745098039216,#8e512b,52.0,52,54,75.0,Escuro / Dark
1615,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,deep neutral,52n,37.254901960784295,#8b5333,52.0,52n,124,86.0,Escuro / Dark
1616,clinique,stay matte oil-free makeup,neutral,cn 52,69.6078431372549,#ddab86,52.0,cn 52,31,,Médio / Medium
1617,clinique,beyond perfecting foundation + concealer,neutral,cn 52,69.6078431372549,#ddab86,52.0,cn 52,27,,Médio / Medium
1618,clinique,even better glow light reflecting makeup broad spectrum spf 15,neutral,cn 52,71.9607843137255,#e6ae89,52.0,cn 52,29,,Médio / Medium
1619,sephora collection,matte perfection powder foundation,cool amber,52,55.490196078431396,#b1826a,52.0,52,112,60.0,Médio / Medium
1620,la mer,the luminous lifting cushion foundation spf 20 + refill,warm honey,52,54.901960784313694,#aa816e,52.0,52,68,47.0,Médio / Medium
1621,it cosmetics,your skin but better foundation + skincare,rich neutral,53,41.5686274509804,#945e40,53.0,53,54,75.0,Escuro / Dark
1622,tarte,travel size face tape foundation,deep golden,53g,47.843137254902004,#af7245,53.0,53g,125,85.0,Escuro / Dark
1623,sephora collection,matte perfection full coverage foundation,dark caramel,53,51.176470588235304,#a96a5c,53.0,53,111,70.0,Médio / Medium
1624,sephora collection,10 hour wear perfection foundation,macchiato,53.5,53.921568627451,#ab7d68,53.5,53.5,107,66.0,Médio / Medium
1625,sephora collection,best skin ever liquid foundation,n,53.5,56.6666666666667,#c08d61,53.5,53.5,108,69.0,Médio / Medium
1626,kvd vegan beauty,true portrait medium coverage shake foundation,medium,054,60.0,#c8996a,54.0,054,63,57.0,Médio / Medium
1627,clinique,beyond perfecting foundation + concealer,honey wheat,wn 54,65.2941176470588,#d9a374,54.0,wn 54,27,,Médio / Medium
1628,clinique,even better glow light reflecting makeup broad spectrum spf 15,honey wheat,wn 54,61.7647058823529,#d59566,54.0,wn 54,29,,Médio / Medium
1629,sephora collection,matte perfection powder foundation,warm amber,54,57.2549019607843,#b48770,54.0,54,112,60.0,Médio / Medium
1630,sephora collection,matte perfection full coverage foundation,truffle,54,51.5686274509804,#a36e64,54.0,54,111,70.0,Médio / Medium
1631,colourpop,pretty fresh foundation,light,55n,78.2352941176471,#e2c2ad,55.0,55n,33,65.0,Claro / Light
1632,catrice,hd liquid coverage foundation,warm bamboo,055,58.823529411764696,#c1956b,55.0,055,21,59.0,Médio / Medium
1633,sephora collection,10 hour wear perfection foundation,deep cocoa,55,39.6078431372549,#896041,55.0,55,107,66.0,Escuro / Dark
1634,natasha denona,transformatte pore vanishing matte foundation,,55wr,80.1960784313726,#f6c6a3,55.0,55wr,96,67.0,Claro / Light
1635,bite beauty,changemaker supercharged micellar foundation,,m55,74.7058823529412,#e4b399,55.0,m55,18,82.0,Médio / Medium
1636,natasha denona,foundation x+,,55wr,72.3529411764706,#e1b390,55.0,55wr,95,68.0,Médio / Medium
1637,sephora collection,best skin ever liquid foundation,n,55,59.0196078431373,#c99064,55.0,55,108,69.0,Médio / Medium
1638,sephora collection,10 hour wear perfection foundation,milk chocolate,56,47.2549019607843,#9a7057,56.0,56,107,66.0,Escuro / Dark
1639,sephora collection,matte perfection powder foundation,neutral toffee,56,56.470588235294095,#b3836d,56.0,56,112,60.0,Médio / Medium
1640,sephora collection,microsmooth baked powder foundation,mahogany sephora quality way-nice price,56,63.1372549019608,#cb9977,56.0,56,114,72.0,Médio / Medium
1641,sephora collection,10 hour wear perfection foundation,tea,56.5,53.529411764705905,#aa7767,56.5,56.5,107,66.0,Médio / Medium
1642,sephora collection,best skin ever liquid foundation,p,56.5,39.6078431372549,#8a6140,56.5,56.5,108,69.0,Escuro / Dark
1643,kvd vegan beauty,true portrait medium coverage shake foundation,tan,057,56.6666666666667,#c18f60,57.0,057,63,57.0,Médio / Medium
1644,sephora collection,10 hour wear perfection foundation,deep chocolate,57,43.137254901960794,#92694a,57.0,57,107,66.0,Escuro / Dark
1645,sephora collection,best skin ever liquid foundation,y,57,47.843137254902004,#b07344,57.0,57,108,69.0,Escuro / Dark
1646,it cosmetics,your skin but better foundation + skincare,deep neutral,58,35.6862745098039,#7c4e3a,58.0,58,54,75.0,Escuro / Dark
1647,clinique,stay matte oil-free makeup,honey,cn 58,66.6666666666667,#dba879,58.0,cn 58,31,,Médio / Medium
1648,clinique,beyond perfecting foundation + concealer,honey,cn 58,66.6666666666667,#dba879,58.0,cn 58,27,,Médio / Medium
1649,clinique,even better glow light reflecting makeup broad spectrum spf 15,honey,cn 58,64.3137254901961,#d99f6f,58.0,cn 58,29,,Médio / Medium
1650,sephora collection,10 hour wear perfection foundation,dark chocolate,58,46.078431372549,#906d5b,58.0,58,107,66.0,Escuro / Dark
1651,sephora collection,matte perfection powder foundation,toffee peach,58,55.88235294117651,#b58168,58.0,58,112,60.0,Médio / Medium
1652,natasha denona,transformatte pore vanishing matte foundation,,58y,68.6274509803922,#dcac82,58.0,58y,96,67.0,Médio / Medium
1653,natasha denona,foundation x+,,58y,69.0196078431373,#e6b47a,58.0,58y,95,68.0,Médio / Medium
1654,it cosmetics,your skin but better foundation + skincare,deep cool,59,37.6470588235294,#895337,59.0,59,54,75.0,Escuro / Dark
1655,sephora collection,10 hour wear perfection foundation,mahogany,59,50.3921568627451,#a26f5f,59.0,59,107,66.0,Médio / Medium
1656,sephora collection,matte perfection full coverage foundation,ebony,59,50.78431372549021,#99736a,59.0,59,111,70.0,Médio / Medium
1657,sephora collection,best skin ever liquid foundation,n,59,42.7450980392157,#966844,59.0,59,108,69.0,Escuro / Dark
1658,it cosmetics,your skin but better foundation + skincare,deep warm,60,30.784313725490197,#73492a,60.0,60,54,75.0,Escuro / Dark
1659,kvd vegan beauty,true portrait medium coverage shake foundation,tan,060,53.3333333333333,#b88558,60.0,060,63,57.0,Médio / Medium
1660,urban decay cosmetics,hydromaniac glowy tinted hydrator foundation,,60,52.9411764705882,#bf814f,60.0,60,127,76.0,Médio / Medium
1661,florence by mills,like a light skin tint,,lm060,66.8627450980392,#d6a17f,60.0,lm060,143,77.0,Médio / Medium
1662,colourpop,pretty fresh foundation,light,60n,74.7058823529412,#d7b9a6,60.0,60n,33,65.0,Médio / Medium
