id_registro,marca,linha,id_produto_marca,nome_tom,subtom,categoria_tom_marca,codigo_hex,rgb_r,rgb_g,rgb_b,luminosidade_relativa,luminosidade_pct,grupo_luminosidade,peso_volume,unidade,cobertura,acabamento,textura,tipo_pele,vegano,cruelty_free,fps,ativo_destaque,tipo_hex,fonte_oficial,fonte_swatch,imagem_swatch_url,data_coleta,status_qualidade,observacao_metodologica,fase_coleta,versao_regua
70,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR46,Oliva Frio,BR01–BR50,#5A3C30,90,60,48,"0,2569","25,69",Muito escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
71,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR47,Rosado Quente,BR01–BR50,#5E392D,94,57,45,"0,2510","25,10",Muito escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
72,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR48,Oliva Neutro,BR01–BR50,#563A2E,86,58,46,"0,2474","24,74",Muito escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
73,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR49,Oliva Neutro,BR01–BR50,#492F29,73,47,41,"0,2043","20,43",Muito escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
74,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR50,Rosado Frio,BR01–BR50,#392825,57,40,37,"0,1702","17,02",Muito escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
75,Bruna Tavares,BT Skin,BT Skin Base Líquida,F10,Não informado pela fonte consultada,Fair,#F9EDEA,249,237,234,"0,9386","93,86",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
76,Bruna Tavares,BT Skin,BT Skin Base Líquida,F20,Não informado pela fonte consultada,Fair,#F8E8D9,248,232,217,"0,9189","91,89",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
77,Bruna Tavares,BT Skin,BT Skin Base Líquida,F30,Não informado pela fonte consultada,Fair,#F4D5C5,244,213,197,"0,8566","85,66",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
78,Bruna Tavares,BT Skin,BT Skin Base Líquida,F40,Não informado pela fonte consultada,Fair,#F6DDBC,246,221,188,"0,8782","87,82",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
79,Bruna Tavares,BT Skin,BT Skin Base Líquida,F50,Não informado pela fonte consultada,Fair,#F2D3B4,242,211,180,"0,8445","84,45",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
80,Bruna Tavares,BT Skin,BT Skin Base Líquida,F60,Não informado pela fonte consultada,Fair,#F0CFA2,240,207,162,"0,8265","82,65",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
81,Bruna Tavares,BT Skin,BT Skin Base Líquida,L10,Não informado pela fonte consultada,Light,#F1C9AC,241,201,172,"0,8134","81,34",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
82,Bruna Tavares,BT Skin,BT Skin Base Líquida,L20,Não informado pela fonte consultada,Light,#EFBEA0,239,190,160,"0,7775","77,75",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
83,Bruna Tavares,BT Skin,BT Skin Base Líquida,L30,Não informado pela fonte consultada,Light,#EFBF9C,239,191,156,"0,7791","77,91",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
84,Bruna Tavares,BT Skin,BT Skin Base Líquida,L40,Não informado pela fonte consultada,Light,#F2B784,242,183,132,"0,7524","75,24",Muito claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
85,Bruna Tavares,BT Skin,BT Skin Base Líquida,L50,Não informado pela fonte consultada,Light,#F1A97B,241,169,123,"0,7097","70,97",Claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
86,Bruna Tavares,BT Skin,BT Skin Base Líquida,L60,Não informado pela fonte consultada,Light,#E6A983,230,169,131,"0,7028","70,28",Claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
87,Bruna Tavares,BT Skin,BT Skin Base Líquida,M10,Não informado pela fonte consultada,Medium,#E6A274,230,162,116,"0,6790","67,90",Claro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
88,Bruna Tavares,BT Skin,BT Skin Base Líquida,M20,Não informado pela fonte consultada,Medium,#D49674,212,150,116,"0,6303","63,03",Médio,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
89,Bruna Tavares,BT Skin,BT Skin Base Líquida,M30,Não informado pela fonte consultada,Medium,#D09066,208,144,102,"0,6062","60,62",Médio,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
90,Bruna Tavares,BT Skin,BT Skin Base Líquida,M40,Não informado pela fonte consultada,Medium,#CD7C4E,205,124,78,"0,5408","54,08",Médio,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
91,Bruna Tavares,BT Skin,BT Skin Base Líquida,M50,Não informado pela fonte consultada,Medium,#D88353,216,131,83,"0,5710","57,10",Médio,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
92,Bruna Tavares,BT Skin,BT Skin Base Líquida,M60,Não informado pela fonte consultada,Medium,#BC7953,188,121,83,"0,5196","51,96",Escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
93,Bruna Tavares,BT Skin,BT Skin Base Líquida,T10,Não informado pela fonte consultada,Tan,#C17548,193,117,72,"0,5094","50,94",Escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
94,Bruna Tavares,BT Skin,BT Skin Base Líquida,T20,Não informado pela fonte consultada,Tan,#B3603F,179,96,63,"0,4363","43,63",Escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
95,Bruna Tavares,BT Skin,BT Skin Base Líquida,T30,Não informado pela fonte consultada,Tan,#B26038,178,96,56,"0,4335","43,35",Escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
96,Bruna Tavares,BT Skin,BT Skin Base Líquida,T40,Não informado pela fonte consultada,Tan,#A54B25,165,75,37,"0,3584","35,84",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
97,Bruna Tavares,BT Skin,BT Skin Base Líquida,T50,Não informado pela fonte consultada,Tan,#983D18,152,61,24,"0,3046","30,46",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
98,Bruna Tavares,BT Skin,BT Skin Base Líquida,T60,Não informado pela fonte consultada,Tan,#A84D22,168,77,34,"0,3657","36,57",Escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
99,Bruna Tavares,BT Skin,BT Skin Base Líquida,D10,Não informado pela fonte consultada,Deep,#873B22,135,59,34,"0,2877","28,77",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
100,Bruna Tavares,BT Skin,BT Skin Base Líquida,D20,Não informado pela fonte consultada,Deep,#713624,113,54,36,"0,2559","25,59",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
101,Bruna Tavares,BT Skin,BT Skin Base Líquida,D30,Não informado pela fonte consultada,Deep,#5F2A1F,95,42,31,"0,2058","20,58",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
102,Bruna Tavares,BT Skin,BT Skin Base Líquida,D40,Não informado pela fonte consultada,Deep,#431711,67,23,17,"0,1252","12,52",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
103,Bruna Tavares,BT Skin,BT Skin Base Líquida,D50,Não informado pela fonte consultada,Deep,#40100D,64,16,13,"0,1019","10,19",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
104,Bruna Tavares,BT Skin,BT Skin Base Líquida,D60,Não informado pela fonte consultada,Deep,#311410,49,20,16,"0,1015","10,15",Muito escuro,"40,00",ml,Leve a média,Natural,Líquida,Não informado pela fonte consultada,Sim,Sim,Não informado pela fonte consultada,Ácido hialurônico; Vitamina E; Syn Coll,Amostral digital — cartela visual,https://www.linhabrunatavares.com/bt-skin/p,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,https://cdn.dooca.store/152106/products/bases-bt.jpg?v=1719953674,2026-08-10,Linha de 30 tons; códigos e RGB/HEX rastreados pela cartela,Subtom não atribuído sem fonte explícita; HEX é proxy digital.,Fase 2,30 tons / 5 categorias
105,Natura,Una,Base Sérum Nude Me Una 30 ml,10N,Neutro,10–48 / F-Q-N,#E8C3A4,232,195,164,"0,7868","78,68",Muito claro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
106,Natura,Una,Base Sérum Nude Me Una 30 ml,12F,Frio,10–48 / F-Q-N,#D6A988,214,169,136,"0,6909","69,09",Claro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
107,Natura,Una,Base Sérum Nude Me Una 30 ml,15Q,Quente,10–48 / F-Q-N,#D8A377,216,163,119,"0,6709","67,09",Claro,"30,00",ml,Alta e personalizável,Natural,Líquida ultraleve,"Todos os tipos, exceto pele acneica",Sim,Sim,Não informado pela fonte consultada,Não informado pela fonte consultada,Amostral digital — imagem oficial,https://www.natura.com.br/p/base-serum-nude-me-una-30-ml/NATBRA-PAI110201,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,https://production.na01.natura.com/on/demandware.static/-/Sites-natura-br-storefront-catalog/default/dw0b2a7f48/Produtos/NATBRA-110194_3.jpg,2026-08-10,Produto e cartela rastreados em fonte oficial,RGB/HEX medidos na imagem oficial; F/Q/N utilizados como subtom.,Fase 2,24 tons
